City,Building ID,Class_x,Year,Gross Rental Income,Lost Rent,Effective Gross Income,Operating Expenses,Net Operating Income,Class_y,Studio Units,1-Bedroom Units,Studio Rent,1-Bedroom Rent,Initial Equity Investment,Equity Reversion,Rent CAGR,Vacancy Rate,Operating Expense Ratio
Fairview,129578,B,3,3297147.74949581,419127.994739066,2878019.75475674,1693608.831272356,1184410.9234843838,B,46,65,1819.10596327513,2546.74834858518,24793034.53578217,26232644.24536128,0.05000000000000071,0.1271183539782704,0.588463240557397
Fairview,129578,B,4,3462005.1369706,440084.394476019,3021920.74249458,1778289.2728359755,1243631.4696586044,B,46,65,1819.10596327513,2546.74834858518,24793034.53578217,26232644.24536128,0.05000000000000071,0.1271183539782704,0.588463240557397
Fairview,129578,B,5,3635105.39381913,462088.61419982,3173016.77961931,1867203.736477775,1305813.043141535,B,46,65,1819.10596327513,2546.74834858518,24793034.53578217,26232644.24536128,0.05000000000000071,0.1271183539782704,0.588463240557397
Fairview,696327,C,1,1577808.30710305,160564.699034041,1417243.60806901,853161.449029179,564082.159039831,C,29,56,1224.24604834191,1713.94446767867,27633169.35949708,28958437.340612035,0.05000000000000049,0.10176438944528526,0.60198645043925
Fairview,696327,C,2,1656698.7224582,168592.933985743,1488105.78847246,895819.5214806376,592286.2669918223,C,29,56,1224.24604834191,1713.94446767867,27633169.35949708,28958437.340612035,0.05000000000000049,0.10176438944528526,0.60198645043925
Fairview,696327,C,3,1739533.65858111,177022.58068503,1562511.07789608,940610.4975546676,621900.5803414123,C,29,56,1224.24604834191,1713.94446767867,27633169.35949708,28958437.340612035,0.05000000000000049,0.10176438944528526,0.60198645043925
Fairview,696327,C,4,1826510.34151017,185873.709719282,1640636.63179089,987641.0224324047,652995.6093584852,C,29,56,1224.24604834191,1713.94446767867,27633169.35949708,28958437.340612035,0.05000000000000049,0.10176438944528526,0.60198645043925
Fairview,696327,C,5,1917835.85858568,195167.395205246,1722668.46338043,1037023.0735540221,685645.3898264078,C,29,56,1224.24604834191,1713.94446767867,27633169.35949708,28958437.340612035,0.05000000000000049,0.10176438944528526,0.60198645043925
Fairview,579020,A,1,2693351.08690475,333030.418838972,2360320.66806577,1382101.8124675334,978218.8555982367,A,46,33,2434.33756950899,3408.07259731259,26909773.811441407,28697562.18078626,0.050000000000000266,0.12364909293043456,0.585556797924468
Fairview,579020,A,2,2828018.64124998,349681.939780921,2478336.70146906,1451206.903090911,1027129.798378149,A,46,33,2434.33756950899,3408.07259731259,26909773.811441407,28697562.18078626,0.050000000000000266,0.12364909293043456,0.585556797924468
Fairview,579020,A,3,2969419.57331248,367166.036769967,2602253.53654252,1523767.2482454607,1078486.2882970592,A,46,33,2434.33756950899,3408.07259731259,26909773.811441407,28697562.18078626,0.050000000000000266,0.12364909293043456,0.585556797924468
Fairview,579020,A,4,3117890.55197811,385524.338608465,2732366.21336964,1599955.6106577301,1132410.60271191,A,46,33,2434.33756950899,3408.07259731259,26909773.811441407,28697562.18078626,0.050000000000000266,0.12364909293043456,0.585556797924468
Fairview,579020,A,5,3273785.07957702,404800.555538888,2868984.52403813,1679953.3911906213,1189031.1328475086,A,46,33,2434.33756950899,3408.07259731259,26909773.811441407,28697562.18078626,0.050000000000000266,0.12364909293043456,0.585556797924468
Fairview,101976,A,1,4673012.99532904,547716.084907006,4125296.91042203,2562364.4241978046,1562932.4862242253,A,41,79,2568.71866497858,3596.20613097002,23521014.036862448,25109473.959816337,0.050000000000000044,0.11720833763023594,0.621134546152138
Fairview,101976,A,2,4906663.64509549,575101.889152357,4331561.75594314,2690482.6454077004,1641079.1105354396,A,41,79,2568.71866497858,3596.20613097002,23521014.036862448,25109473.959816337,0.050000000000000044,0.11720833763023594,0.621134546152138
Fairview,101976,A,3,5151996.82735027,603856.983609975,4548139.84374029,2825006.777678081,1723133.0660622092,A,41,79,2568.71866497858,3596.20613097002,23521014.036862448,25109473.959816337,0.050000000000000044,0.11720833763023594,0.621134546152138
Fairview,101976,A,4,5409596.66871778,634049.832790473,4775546.83592731,2966257.116561989,1809289.7193653216,A,41,79,2568.71866497858,3596.20613097002,23521014.036862448,25109473.959816337,0.050000000000000044,0.11720833763023594,0.621134546152138
Fairview,101976,A,5,5680076.50215367,665752.324429997,5014324.17772368,3114569.9723900906,1899754.205333589,A,41,79,2568.71866497858,3596.20613097002,23521014.036862448,25109473.959816337,0.050000000000000044,0.11720833763023594,0.621134546152138
Fairview,109402,A,1,2539792.11187854,315480.805229167,2224311.30664937,1339362.7227941183,884948.5838552518,A,49,23,2606.51899823331,3649.12659752664,24052555.57409443,25843269.550405793,0.05000000000000049,0.12421520791157349,0.602147153948379
Fairview,109402,A,2,2666781.71747247,331254.845490626,2335526.87198184,1406330.8589338253,929196.0130480148,A,49,23,2606.51899823331,3649.12659752664,24052555.57409443,25843269.550405793,0.05000000000000049,0.12421520791157349,0.602147153948379
Fairview,109402,A,3,2800120.80334609,347817.587765157,2452303.21558093,1476647.4018805153,975655.8137004147,A,49,23,2606.51899823331,3649.12659752664,24052555.57409443,25843269.550405793,0.05000000000000049,0.12421520791157349,0.602147153948379
Fairview,109402,A,4,2940126.8435134,365208.467153415,2574918.37635998,1550479.771974543,1024438.604385437,A,49,23,2606.51899823331,3649.12659752664,24052555.57409443,25843269.550405793,0.05000000000000049,0.12421520791157349,0.602147153948379
Fairview,109402,A,5,3087133.18568907,383468.890511086,2703664.29517798,1628003.7605732707,1075660.5346047091,A,49,23,2606.51899823331,3649.12659752664,24052555.57409443,25843269.550405793,0.05000000000000049,0.12421520791157349,0.602147153948379
Fairview,401179,C,1,828017.450918108,113318.652709496,714698.798208612,367995.67784168187,346703.12036693015,C,17,29,1197.94191394402,1677.11867952163,23922806.854178876,25298998.52018052,0.049999999999997824,0.13685539185659445,0.514896175513462
Fairview,401179,C,2,869418.323464013,118984.585344971,750433.738119042,386395.46173376567,364038.27638527635,C,17,29,1197.94191394402,1677.11867952163,23922806.854178876,25298998.52018052,0.049999999999997824,0.13685539185659445,0.514896175513462
Fairview,401179,C,3,912889.239637214,124933.814612219,787955.425024994,405715.23482045386,382240.1902045401,C,17,29,1197.94191394402,1677.11867952163,23922806.854178876,25298998.52018052,0.049999999999997824,0.13685539185659445,0.514896175513462
Fairview,401179,C,4,958533.701619075,131180.50534283,827353.196276244,426000.9965614767,401352.1997147673,C,17,29,1197.94191394402,1677.11867952163,23922806.854178876,25298998.52018052,0.049999999999997824,0.13685539185659445,0.514896175513462
Fairview,401179,C,5,1006460.38670002,137739.530609972,868720.856090056,447301.04638955044,421419.8097005056,C,17,29,1197.94191394402,1677.11867952163,23922806.854178876,25298998.52018052,0.049999999999997824,0.13685539185659445,0.514896175513462
Fairview,471924,B,1,1165155.23180092,86105.9426297046,1079049.28917122,613624.2171388443,465425.0720323757,B,20,23,1860.08178767709,2604.11450274792,28449599.089274786,30424693.68755971,0.05000000000000049,0.07390083336502275,0.568671165716765
Fairview,471924,B,2,1223412.99339097,90411.2397611898,1133001.75362978,644305.427995786,488696.32563399395,B,20,23,1860.08178767709,2604.11450274792,28449599.089274786,30424693.68755971,0.05000000000000049,0.07390083336502275,0.568671165716765
Fairview,471924,B,3,1284583.64306052,94931.8017492494,1189651.84131127,676520.6993955758,513131.1419156941,B,20,23,1860.08178767709,2604.11450274792,28449599.089274786,30424693.68755971,0.05000000000000049,0.07390083336502275,0.568671165716765
Fairview,471924,B,4,1348812.82521355,99678.3918367118,1249134.43337683,710346.7343653527,538787.6990114774,B,20,23,1860.08178767709,2604.11450274792,28449599.089274786,30424693.68755971,0.05000000000000049,0.07390083336502275,0.568671165716765
Fairview,471924,B,5,1416253.46647422,104662.311428547,1311591.15504568,745864.0710836251,565727.0839620549,B,20,23,1860.08178767709,2604.11450274792,28449599.089274786,30424693.68755971,0.05000000000000049,0.07390083336502275,0.568671165716765
Fairview,438042,B,1,1900415.44725221,244707.347563213,1655708.099689,1025285.889534582,630422.210154418,B,37,33,1903.46098482794,2664.84537875911,23740889.163836528,25027444.207793195,0.05000000000000049,0.12876518548459095,0.619243144203478
Fairview,438042,B,2,1995436.21961482,256942.714941374,1738493.50467345,1076550.184011311,661943.320662139,B,37,33,1903.46098482794,2664.84537875911,23740889.163836528,25027444.207793195,0.05000000000000049,0.12876518548459095,0.619243144203478
Fairview,438042,B,3,2095208.03059557,269789.850688442,1825418.17990712,1130377.6932118752,695040.4866952449,B,37,33,1903.46098482794,2664.84537875911,23740889.163836528,25027444.207793195,0.05000000000000049,0.12876518548459095,0.619243144203478
Fairview,438042,B,4,2199968.43212534,283279.343222864,1916689.08890248,1186896.5778724714,729792.5110300086,B,37,33,1903.46098482794,2664.84537875911,23740889.163836528,25027444.207793195,0.05000000000000049,0.12876518548459095,0.619243144203478
Fairview,438042,B,5,2309966.85373161,297443.310384008,2012523.5433476,1246241.4067660924,766282.1365815075,B,37,33,1903.46098482794,2664.84537875911,23740889.163836528,25027444.207793195,0.05000000000000049,0.12876518548459095,0.619243144203478
Fairview,340362,A,1,3780634.78482834,473879.788026679,3306754.99680166,1673177.0029779833,1633577.9938236766,A,48,60,2386.76438436132,3341.47013810585,24349976.081677523,25964982.77065448,0.04999999999999982,0.1253439739612923,0.505987593455307
Fairview,340362,A,2,3969666.52406976,497573.777428013,3472092.74664174,1756835.853126881,1715256.8935148593,A,48,60,2386.76438436132,3341.47013810585,24349976.081677523,25964982.77065448,0.04999999999999982,0.1253439739612923,0.505987593455307
Fairview,340362,A,3,4168149.85027324,522452.466299414,3645697.38397383,1844677.6457832265,1801019.7381906034,A,48,60,2386.76438436132,3341.47013810585,24349976.081677523,25964982.77065448,0.04999999999999982,0.1253439739612923,0.505987593455307
Fairview,340362,A,4,4376557.34278691,548575.089614385,3827982.25317252,1936911.528072387,1891070.725100133,A,48,60,2386.76438436132,3341.47013810585,24349976.081677523,25964982.77065448,0.04999999999999982,0.1253439739612923,0.505987593455307
Fairview,340362,A,5,4595385.20992625,576003.844095104,4019381.36583115,2033757.1044760086,1985624.2613551416,A,48,60,2386.76438436132,3341.47013810585,24349976.081677523,25964982.77065448,0.04999999999999982,0.1253439739612923,0.505987593455307
Fairview,499957,B,1,3031536.79428821,289359.757232157,2742177.03705605,1533201.292634554,1208975.7444214958,B,49,61,1879.67311153782,2631.54235615296,25041482.173720382,27019019.788364097,0.04999999999999982,0.09544985822944528,0.5591182742455498
Fairview,499957,B,2,3183113.63400262,303827.745093764,2879285.88890885,1609861.3572662803,1269424.5316425697,B,49,61,1879.67311153782,2631.54235615296,25041482.173720382,27019019.788364097,0.04999999999999982,0.09544985822944528,0.5591182742455498
Fairview,499957,B,3,3342269.31570275,319019.132348453,3023250.1833543,1690354.4251295987,1332895.7582247013,B,49,61,1879.67311153782,2631.54235615296,25041482.173720382,27019019.788364097,0.04999999999999982,0.09544985822944528,0.5591182742455498
Fairview,499957,B,4,3509382.78148789,334970.088965875,3174412.69252201,1774872.1463860758,1399540.546135934,B,49,61,1879.67311153782,2631.54235615296,25041482.173720382,27019019.788364097,0.04999999999999982,0.09544985822944528,0.5591182742455498
Fairview,499957,B,5,3684851.92056228,351718.593414169,3333133.32714811,1863615.7537053793,1469517.5734427308,B,49,61,1879.67311153782,2631.54235615296,25041482.173720382,27019019.788364097,0.04999999999999982,0.09544985822944528,0.5591182742455498
Fairview,814391,A,1,1476673.94314434,118058.265860492,1358615.67728385,807556.1729922157,551059.5042916343,A,21,20,2511.35024344276,3515.89034081986,27234349.84443754,29132727.497988243,0.050000000000000044,0.07994877028107253,0.594396330393217
Fairview,814391,A,2,1550507.64030156,123961.179153517,1426546.46114804,847933.9816418249,578612.479506215,A,21,20,2511.35024344276,3515.89034081986,27234349.84443754,29132727.497988243,0.050000000000000044,0.07994877028107253,0.594396330393217
Fairview,814391,A,3,1628033.02231663,130159.238111193,1497873.78420544,890330.680723915,607543.103481525,A,21,20,2511.35024344276,3515.89034081986,27234349.84443754,29132727.497988243,0.050000000000000044,0.07994877028107253,0.594396330393217
Fairview,814391,A,4,1709434.67343247,136667.200016753,1572767.47341571,934847.2147601095,637920.2586556005,A,21,20,2511.35024344276,3515.89034081986,27234349.84443754,29132727.497988243,0.050000000000000044,0.07994877028107253,0.594396330393217
Fairview,814391,A,5,1794906.40710409,143500.56001759,1651405.8470865,981589.5754981177,669816.2715883822,A,21,20,2511.35024344276,3515.89034081986,27234349.84443754,29132727.497988243,0.050000000000000044,0.07994877028107253,0.594396330393217
Fairview,619131,B,1,1684601.32067838,132291.048600661,1552310.27207772,913734.5706155782,638575.7014621417,B,16,35,2159.745282921,3023.6433960894,26326235.305820107,28136788.59649418,0.04999999999999938,0.07852958856009207,0.5886288244376379
Fairview,619131,B,2,1768831.3867123,138905.601030694,1629925.7856816,959421.2991463536,670504.4865352464,B,16,35,2159.745282921,3023.6433960894,26326235.305820107,28136788.59649418,0.04999999999999938,0.07852958856009207,0.5886288244376379
Fairview,619131,B,3,1857272.95604791,145850.881082228,1711422.07496568,1007392.3641036714,704029.7108620086,B,16,35,2159.745282921,3023.6433960894,26326235.305820107,28136788.59649418,0.04999999999999938,0.07852958856009207,0.5886288244376379
Fairview,619131,B,4,1950136.60385031,153143.42513634,1796993.17871397,1057761.9823088583,739231.1964051116,B,16,35,2159.745282921,3023.6433960894,26326235.305820107,28136788.59649418,0.04999999999999938,0.07852958856009207,0.5886288244376379
Fairview,619131,B,5,2047643.43404282,160800.596393157,1886842.83764966,1110650.0814242964,776192.7562253636,B,16,35,2159.745282921,3023.6433960894,26326235.305820107,28136788.59649418,0.04999999999999938,0.07852958856009207,0.5886288244376379
Fairview,344294,A,1,3278945.58255495,469255.876560882,2809689.70599407,1616648.4931389573,1193041.2128551127,A,10,74,2405.32979940944,3367.46171917322,22286356.063664082,23740979.426276967,0.05000000000000049,0.1431118220007904,0.575383285097308
Fairview,344294,A,2,3442892.8616827,492718.670388927,2950174.19129377,1697480.9177959033,1252693.2734978667,A,10,74,2405.32979940944,3367.46171917322,22286356.063664082,23740979.426276967,0.05000000000000049,0.1431118220007904,0.575383285097308
Fairview,344294,A,3,3615037.50476684,517354.603908373,3097682.90085846,1782354.9636856993,1315327.9371727607,A,10,74,2405.32979940944,3367.46171917322,22286356.063664082,23740979.426276967,0.05000000000000049,0.1431118220007904,0.575383285097308
Fairview,344294,A,4,3795789.38000518,543222.334103792,3252567.04590139,1871472.7118699881,1381094.3340314017,A,10,74,2405.32979940944,3367.46171917322,22286356.063664082,23740979.426276967,0.05000000000000049,0.1431118220007904,0.575383285097308
Fairview,344294,A,5,3985578.84900544,570383.450808981,3415195.39819646,1965046.347463488,1450149.050732972,A,10,74,2405.32979940944,3367.46171917322,22286356.063664082,23740979.426276967,0.05000000000000049,0.1431118220007904,0.575383285097308
Fairview,418640,C,1,1927900.23375766,238419.777634685,1689480.45612298,933724.501819265,755755.954303715,C,19,46,1926.35914644051,2696.90280501672,23846512.36017889,25227987.005257204,0.05000000000000049,0.12366810971851047,0.552669608242747
Fairview,418640,C,2,2024295.24544555,250340.766516419,1773954.47892913,980410.7269102286,793543.7520189013,C,19,46,1926.35914644051,2696.90280501672,23846512.36017889,25227987.005257204,0.05000000000000049,0.12366810971851047,0.552669608242747
Fairview,418640,C,3,2125510.00771782,262857.80484224,1862652.20287558,1029431.2632557366,833220.9396198434,C,19,46,1926.35914644051,2696.90280501672,23846512.36017889,25227987.005257204,0.05000000000000049,0.12366810971851047,0.552669608242747
Fairview,418640,C,4,2231785.50810372,276000.695084352,1955784.81301936,1080902.826418524,874881.986600836,C,19,46,1926.35914644051,2696.90280501672,23846512.36017889,25227987.005257204,0.05000000000000049,0.12366810971851047,0.552669608242747
Fairview,418640,C,5,2343374.7835089,289800.729838569,2053574.05367033,1134947.9677394512,918626.0859308788,C,19,46,1926.35914644051,2696.90280501672,23846512.36017889,25227987.005257204,0.05000000000000049,0.12366810971851047,0.552669608242747
Fairview,889490,B,1,905501.458969333,96854.7765307206,808646.682438612,509093.0422672263,299553.64017138566,B,36,20,1179.03835803298,1650.65370124618,24000742.227728795,25255948.37606611,0.04999999999999938,0.10696258473284319,0.62956177688378
Fairview,889490,B,2,950776.5319178,101697.515357256,849079.016560543,534547.6943805879,314531.3221799551,B,36,20,1179.03835803298,1650.65370124618,24000742.227728795,25255948.37606611,0.04999999999999938,0.10696258473284319,0.62956177688378
Fairview,889490,B,3,998315.35851369,106782.391125119,891532.96738857,561275.0790996172,330257.88828895276,B,36,20,1179.03835803298,1650.65370124618,24000742.227728795,25255948.37606611,0.04999999999999938,0.10696258473284319,0.62956177688378
Fairview,889490,B,4,1048231.12643937,112121.510681375,936109.615757999,589338.8330545984,346770.7827034006,B,36,20,1179.03835803298,1650.65370124618,24000742.227728795,25255948.37606611,0.04999999999999938,0.10696258473284319,0.62956177688378
Fairview,889490,B,5,1100642.68276134,117727.586215444,982915.096545898,618805.7747073277,364109.3218385703,B,36,20,1179.03835803298,1650.65370124618,24000742.227728795,25255948.37606611,0.04999999999999938,0.10696258473284319,0.62956177688378
Fairview,910923,A,1,2951132.96547445,422176.51875096,2528956.44672349,1637466.6407574941,891489.8059659959,A,13,66,2333.28033323407,3266.5924665277,25532721.345409058,27251052.807284333,0.05000000000000093,0.14305574289265754,0.647487086176985
Fairview,910923,A,2,3098689.61374818,443285.344688508,2655404.26905967,1719339.9727953726,936064.2962642976,A,13,66,2333.28033323407,3266.5924665277,25532721.345409058,27251052.807284333,0.05000000000000093,0.14305574289265754,0.647487086176985
Fairview,910923,A,3,3253624.09443559,465449.611922933,2788174.48251265,1805306.971435139,982867.5110775111,A,13,66,2333.28033323407,3266.5924665277,25532721.345409058,27251052.807284333,0.05000000000000093,0.14305574289265754,0.647487086176985
Fairview,910923,A,4,3416305.29915737,488722.09251908,2927583.20663829,1895572.3200069007,1032010.8866313894,A,13,66,2333.28033323407,3266.5924665277,25532721.345409058,27251052.807284333,0.05000000000000093,0.14305574289265754,0.647487086176985
Fairview,910923,A,5,3587120.56411524,513158.197145034,3073962.3669702,1990350.9360072429,1083611.4309629572,A,13,66,2333.28033323407,3266.5924665277,25532721.345409058,27251052.807284333,0.05000000000000093,0.14305574289265754,0.647487086176985
Fairview,330835,B,1,1988598.34177379,270165.49309161,1718432.84868218,992588.4714417995,725844.3772403805,B,19,65,1506.51389528317,2109.11945339645,23052085.183798913,24318630.40625632,0.050000000000000266,0.13585724548609818,0.577612603368813
Fairview,330835,B,2,2088028.25886248,283673.76774619,1804354.49111629,1042217.8950138901,762136.5961023999,B,19,65,1506.51389528317,2109.11945339645,23052085.183798913,24318630.40625632,0.050000000000000266,0.13585724548609818,0.577612603368813
Fairview,330835,B,3,2192429.67180561,297857.4561335,1894572.21567211,1094328.7897645878,800243.4259075222,B,19,65,1506.51389528317,2109.11945339645,23052085.183798913,24318630.40625632,0.050000000000000266,0.13585724548609818,0.577612603368813
Fairview,330835,B,4,2302051.15539589,312750.328940175,1989300.82645571,1149045.229252814,840255.5972028959,B,19,65,1506.51389528317,2109.11945339645,23052085.183798913,24318630.40625632,0.050000000000000266,0.13585724548609818,0.577612603368813
Fairview,330835,B,5,2417153.71316568,328387.845387184,2088765.8677785,1206497.4907154574,882268.3770630427,B,19,65,1506.51389528317,2109.11945339645,23052085.183798913,24318630.40625632,0.050000000000000266,0.13585724548609818,0.577612603368813
Fairview,271651,B,1,2251222.03074337,227829.88238865,2023392.14835472,1051695.535712423,971696.612642297,B,39,72,1341.9301566186,1878.70221926604,21381229.545490183,22743467.863831542,0.050000000000000044,0.10120275977994926,0.519768516729487
Fairview,271651,B,2,2363783.13228053,239221.376508083,2124561.75577245,1104280.312498041,1020281.443274409,B,39,72,1341.9301566186,1878.70221926604,21381229.545490183,22743467.863831542,0.050000000000000044,0.10120275977994926,0.519768516729487
Fairview,271651,B,3,2481972.28889456,251182.445333487,2230789.84356107,1159494.3281229418,1071295.5154381283,B,39,72,1341.9301566186,1878.70221926604,21381229.545490183,22743467.863831542,0.050000000000000044,0.10120275977994926,0.519768516729487
Fairview,271651,B,4,2606070.90333929,263741.567600162,2342329.33573913,1217469.0445290923,1124860.291210038,B,39,72,1341.9301566186,1878.70221926604,21381229.545490183,22743467.863831542,0.050000000000000044,0.10120275977994926,0.519768516729487
Fairview,271651,B,5,2736374.44850626,276928.64598017,2459445.80252609,1278342.4967555485,1181103.3057705413,B,39,72,1341.9301566186,1878.70221926604,21381229.545490183,22743467.863831542,0.050000000000000044,0.10120275977994926,0.519768516729487
Fairview,940851,A,1,3987834.57788963,579373.533547038,3408461.04434259,1845860.6893573524,1562600.3549852376,A,37,71,2436.36032373511,3410.90445322915,24111325.632401075,25197389.69867748,0.050000000000000044,0.1452852474772522,0.541552526299556
Fairview,940851,A,2,4187226.30678411,608342.21022439,3578884.09655972,1938153.7238252205,1640730.3727344996,A,37,71,2436.36032373511,3410.90445322915,24111325.632401075,25197389.69867748,0.050000000000000044,0.1452852474772522,0.541552526299556
Fairview,940851,A,3,4396587.62212332,638759.32073561,3757828.30138771,2035061.4100164836,1722766.8913712264,A,37,71,2436.36032373511,3410.90445322915,24111325.632401075,25197389.69867748,0.050000000000000044,0.1452852474772522,0.541552526299556
Fairview,940851,A,4,4616417.00322948,670697.286772391,3945719.71645709,2136814.4805173045,1808905.2359397854,A,37,71,2436.36032373511,3410.90445322915,24111325.632401075,25197389.69867748,0.050000000000000044,0.1452852474772522,0.541552526299556
Fairview,940851,A,5,4847237.85339096,704232.15111101,4143005.70227995,2243655.204543173,1899350.4977367772,A,37,71,2436.36032373511,3410.90445322915,24111325.632401075,25197389.69867748,0.050000000000000044,0.1452852474772522,0.541552526299556
Fairview,472580,A,1,3265943.66967661,259486.550735258,3006457.11894136,1776122.0485174588,1230335.0704239013,A,21,58,2663.03299875784,3728.24619826098,24615033.77139005,26063658.564142883,0.050000000000000266,0.07945224320447379,0.590769127331798
Fairview,472580,A,2,3429240.85316045,272460.878272021,3156779.97488842,1864928.1509433272,1291851.823945093,A,21,58,2663.03299875784,3728.24619826098,24615033.77139005,26063658.564142883,0.050000000000000266,0.07945224320447379,0.590769127331798
Fairview,472580,A,3,3600702.89581847,286083.922185622,3314618.97363285,1958174.558490499,1356444.4151423513,A,21,58,2663.03299875784,3728.24619826098,24615033.77139005,26063658.564142883,0.050000000000000266,0.07945224320447379,0.590769127331798
Fairview,472580,A,4,3780738.04060939,300388.118294903,3480349.92231449,2056083.2864150223,1424266.6358994679,A,21,58,2663.03299875784,3728.24619826098,24615033.77139005,26063658.564142883,0.050000000000000266,0.07945224320447379,0.590769127331798
Fairview,472580,A,5,3969774.94263986,315407.524209648,3654367.41843021,2158887.4507357706,1495479.9676944395,A,21,58,2663.03299875784,3728.24619826098,24615033.77139005,26063658.564142883,0.050000000000000266,0.07945224320447379,0.590769127331798
Fairview,914740,B,1,2137377.11331878,262139.832422958,1875237.28089583,1213067.857347659,662169.4235481708,B,24,58,1693.10607835772,2370.34850970081,22488060.447154697,23730204.48218105,0.05000000000000049,0.12264556909001627,0.6468876604075179
Fairview,914740,B,2,2244245.96898472,275246.824044106,1968999.14494062,1273721.2502150412,695277.8947255788,B,24,58,1693.10607835772,2370.34850970081,22488060.447154697,23730204.48218105,0.05000000000000049,0.12264556909001627,0.6468876604075179
Fairview,914740,B,3,2356458.26743396,289009.165246312,2067449.10218765,1337407.3127257926,730041.7894618574,B,24,58,1693.10607835772,2370.34850970081,22488060.447154697,23730204.48218105,0.05000000000000049,0.12264556909001627,0.6468876604075179
Fairview,914740,B,4,2474281.18080566,303459.623508627,2170821.55729703,1404277.6783620806,766543.8789349494,B,24,58,1693.10607835772,2370.34850970081,22488060.447154697,23730204.48218105,0.05000000000000049,0.12264556909001627,0.6468876604075179
Fairview,914740,B,5,2597995.23984594,318632.604684059,2279362.63516188,1474491.5622801834,804871.0728816965,B,24,58,1693.10607835772,2370.34850970081,22488060.447154697,23730204.48218105,0.05000000000000049,0.12264556909001627,0.6468876604075179
Fairview,881272,B,1,1547073.54801279,93852.6483791159,1453220.89963368,776559.601781552,676661.297852128,B,26,36,1687.47114748341,2362.45960647678,28272957.569616817,30020291.025458336,0.050000000000001155,0.06066463258949054,0.534371341602163
Fairview,881272,B,2,1624427.22541343,98545.2807980717,1525881.94461536,815387.5818706274,710494.3627447325,B,26,36,1687.47114748341,2362.45960647678,28272957.569616817,30020291.025458336,0.050000000000001155,0.06066463258949054,0.534371341602163
Fairview,881272,B,3,1705648.58668411,103472.544837975,1602176.04184613,856156.9609641598,746019.0808819702,B,26,36,1687.47114748341,2362.45960647678,28272957.569616817,30020291.025458336,0.050000000000001155,0.06066463258949054,0.534371341602163
Fairview,881272,B,4,1790931.01601831,108646.172079874,1682284.84393844,898964.8090123697,783320.0349260704,B,26,36,1687.47114748341,2362.45960647678,28272957.569616817,30020291.025458336,0.050000000000001155,0.06066463258949054,0.534371341602163
Fairview,881272,B,5,1880477.56681923,114078.480683867,1766399.08613536,943913.049462987,822486.036672373,B,26,36,1687.47114748341,2362.45960647678,28272957.569616817,30020291.025458336,0.050000000000001155,0.06066463258949054,0.534371341602163
Fairview,257008,A,1,3248943.94461897,225182.859081049,3023761.08553792,1619350.7416914818,1404410.343846438,A,45,49,2383.32155561837,3336.65017786572,23722525.50755915,24964709.005637024,0.04999999999999982,0.06930955501833319,0.535541894971971
Fairview,257008,A,2,3411391.14184991,236442.002035101,3174949.13981481,1700318.2787760526,1474630.8610387573,A,45,49,2383.32155561837,3336.65017786572,23722525.50755915,24964709.005637024,0.04999999999999982,0.06930955501833319,0.535541894971971
Fairview,257008,A,3,3581960.69894241,248264.102136856,3333696.59680555,1785334.192714855,1548362.404090695,A,45,49,2383.32155561837,3336.65017786572,23722525.50755915,24964709.005637024,0.04999999999999982,0.06930955501833319,0.535541894971971
Fairview,257008,A,4,3761058.73388953,260677.307243699,3500381.42664583,1874600.9023505992,1625780.5242952306,A,45,49,2383.32155561837,3336.65017786572,23722525.50755915,24964709.005637024,0.04999999999999982,0.06930955501833319,0.535541894971971
Fairview,257008,A,5,3949111.67058401,273711.172605884,3675400.49797812,1968330.9474681283,1707069.5505099918,A,45,49,2383.32155561837,3336.65017786572,23722525.50755915,24964709.005637024,0.04999999999999982,0.06930955501833319,0.535541894971971
Fairview,402726,B,1,1637737.58662001,185668.144824723,1452069.44179529,888615.2781943525,563454.1636009375,B,39,23,1916.82769969571,2683.55877957399,22000156.917531796,23275301.292945318,0.050000000000000266,0.11336867782823971,0.611964726077906
Fairview,402726,B,2,1719624.46595101,194951.552065959,1524672.91388505,933046.0421040674,591626.8717809826,B,39,23,1916.82769969571,2683.55877957399,22000156.917531796,23275301.292945318,0.050000000000000266,0.11336867782823971,0.611964726077906
Fairview,402726,B,3,1805605.68924857,204699.129669257,1600906.55957931,979698.3442092753,621208.2153700347,B,39,23,1916.82769969571,2683.55877957399,22000156.917531796,23275301.292945318,0.050000000000000266,0.11336867782823971,0.611964726077906
Fairview,402726,B,4,1895885.97371099,214934.08615272,1680951.88755827,1028683.2614197357,652268.6261385343,B,39,23,1916.82769969571,2683.55877957399,22000156.917531796,23275301.292945318,0.050000000000000266,0.11336867782823971,0.611964726077906
Fairview,402726,B,5,1990680.27239654,225680.790460356,1764999.48193619,1080117.4244907266,684882.0574454635,B,39,23,1916.82769969571,2683.55877957399,22000156.917531796,23275301.292945318,0.050000000000000266,0.11336867782823971,0.611964726077906
Fairview,444973,B,1,2137458.55427719,127777.425824022,2009681.12845317,1227657.1553833266,782023.9730698434,B,20,52,1919.41321325179,2687.1784985525,19078137.146222286,20097420.257511064,0.050000000000000044,0.059780071790553245,0.610871614407924
